title,link,authors,journal,location,population,intervention,outcomes-bf,outcomes-behavior,outcomes-health,design,sampling,soe,smbc
"A randomized community trial of enhanced family planning outreach in Rakai, Uganda",http://www.ncbi.nlm.nih.gov/pubmed/21465722,"Tami A, Mbati J, Nathan R, Mponda H, Lengeler C, Schellenberg JR","Health Policy Plan, 2006, 21(1): 1-9",Uganda,Adult men and women,Condom social marketing and promotion through drama productions,,Contraceptive use,Prevalence of pregnancy and unplanned pregnancy,Experimental,Probability,6,"5: Behavior, Customer  orientation, Insight Exchange, Methods  mix"
